date,airTemperature,atmPressure,netRadiation,rainfall,relativeHumidity,soilTemperature
2015-09-12,NA,994.273,75.9,0.398,NA,14.463
2015-09-13,NA,989.625,5.562,11.542,NA,14.427
2015-09-14,NA,985.125,9.081,31.447,NA,14.233
2015-09-15,NA,987.125,86.674,6.766,NA,14.095
2015-09-16,NA,983.667,54.898,0.199,NA,14.015
2015-09-17,NA,988.667,64.233,1.194,NA,13.98
2015-09-18,NA,1003.375,42.372,0,NA,13.927
2015-09-19,NA,1013.5,42.143,0,NA,13.935
2015-09-20,NA,1009.125,2.749,5.771,NA,13.977
2015-09-21,NA,1000.083,35.05,5.174,NA,14.012
2015-09-22,NA,998.333,41.112,0.597,NA,13.998
2015-09-23,NA,1000.222,10.716,0.796,NA,13.902
2015-09-24,NA,1002.417,35.412,1.99,NA,13.83
2015-09-25,NA,1011.708,48.506,0,NA,13.731
2015-09-26,NA,1015.625,45.043,0,NA,13.611
2015-09-27,NA,1019.5,40.876,0,NA,13.611
2015-09-28,NA,1020.917,41.461,0,NA,13.627
2015-09-29,NA,1022.25,28.484,0,NA,13.625
2015-09-30,NA,1022.958,53.223,0,NA,13.618
2015-10-01,NA,1021.917,37.438,0.199,NA,13.528
2015-10-02,NA,1016.174,3.856,0.199,NA,13.409
2015-10-03,NA,1006.708,87.384,0,NA,13.307
2015-10-04,NA,997.625,46.543,0,NA,13.221
2015-10-05,NA,983.417,25.231,7.96,NA,13.186
2015-10-06,NA,985.167,11.079,0.199,NA,13.222
2015-10-07,NA,1002.042,41.783,0.199,NA,13.266
2015-10-08,NA,1007.792,45.473,0.199,NA,13.184
2015-10-09,NA,1008.417,35.72,0,NA,13.042
2015-10-10,NA,1007.917,28.512,0,NA,12.976
2015-10-11,NA,1008,55.743,0,NA,12.998
2015-10-12,NA,1014.625,40.725,0,NA,12.998
2015-10-13,NA,1017.417,44.371,0,NA,12.953
2015-10-14,NA,1014.792,43.809,0,NA,12.741
2015-10-15,NA,1013.708,61.415,0,NA,12.536
2015-10-16,NA,1015.5,36.982,0,NA,12.459
2015-10-17,NA,1013.458,21.54,0,NA,12.337
2015-10-18,NA,1012.833,35.142,0,NA,12.286
2015-10-19,NA,1016.583,22.681,0,NA,12.234
2015-10-20,NA,1017.458,-0.285,2.388,NA,12.213
2015-10-21,NA,1007.292,5.885,0.398,NA,12.122
2015-10-22,NA,1007.917,21.795,0,NA,12.154
2015-10-23,NA,1002.875,12.295,0.199,NA,12.177
2015-10-24,NA,1003.458,-6.746,19.502,NA,12.189
2015-10-25,NA,1007.583,5.835,0,NA,12.149
2015-10-26,NA,990.417,-14.309,17.512,NA,11.938
2015-10-27,NA,991.5,-42.303,6.169,NA,11.865
2015-10-28,NA,989.417,-38.528,1.194,NA,11.932
2015-10-29,NA,992,-26.456,6.567,NA,11.9
2015-10-30,NA,994.583,-23.565,4.378,NA,11.848
2015-10-31,NA,1006.375,-7.495,0,NA,11.843
2015-11-01,NA,1014.958,11.636,0,NA,11.938
2015-11-02,NA,1009.083,-6.686,0,NA,11.941
2015-11-03,NA,1002.458,-14.351,0,NA,11.949
2015-11-04,NA,1000.625,22.964,0,NA,11.936
2015-11-05,NA,994,3.457,6.567,NA,11.868
2015-11-06,NA,995.792,-33.595,0.398,NA,11.889
2015-11-07,NA,1001.125,-17.488,7.562,NA,11.948
2015-11-08,NA,1000.542,-57.687,12.139,NA,11.94
2015-11-09,NA,1001.583,-30.644,4.975,NA,11.869
2015-11-10,NA,1003.917,17.851,0.199,NA,11.832
2015-11-11,NA,1003.542,-34.411,5.174,NA,11.972
2015-11-12,7.347,999.522,-44.08,1.99,82.78,12.055
2015-11-13,5.442,1006.833,-37.968,9.751,86.616,11.948
2015-11-14,11.266,1004.167,-12.471,5.174,91.083,11.656
2015-11-15,14.127,993.125,-14.84,2.587,90.804,11.456
2015-11-16,7.25,994.708,-16.653,1.99,89.475,11.544
2015-11-17,8.841,989.042,-1.139,4.378,91.14,11.526
2015-11-18,10.697,994.167,2.908,15.323,84.702,11.334
2015-11-19,8.217,1002.917,-20.089,1.194,87.286,11.264
2015-11-20,4.759,1002.958,-38.127,2.985,89.062,11.178
2015-11-21,3.658,1008.625,-30.255,6.965,91.105,10.969
2015-11-22,4.808,1009.25,-17.721,0.199,94.038,10.616
2015-11-23,5.771,1010.875,-7.999,2.985,96.096,10.334
2015-11-24,8.769,1005.833,-16.956,1.592,92.896,10.121
2015-11-25,10.235,1010.208,-4.327,0.995,92.777,10.097
2015-11-26,11.113,1011.833,-4.14,0.995,99.621,10.153
2015-11-27,7.253,1000.417,-31.181,2.189,92.083,10.292
2015-11-28,6.573,996.75,-29.68,1.393,89.263,10.345
2015-11-29,8.835,997.208,-25.991,1.791,87.331,10.17
2015-11-30,10.1,1001,-10.293,1.592,97.429,10.075
2015-12-01,12.545,1004.5,2.515,0.398,89.396,10.095
2015-12-02,9.483,1003.958,-13.905,0.398,91.767,10.244
2015-12-03,4.58,1003.25,-22.088,0.597,97.883,10.122
2015-12-04,9.546,1006.708,-20.874,0.597,87.315,9.985
2015-12-05,11.215,993.792,-23.327,0.199,94.583,9.978
2015-12-06,8.376,999.042,-22.746,1.393,93.429,10.085
2015-12-07,12.495,996.333,-18.475,3.184,92.417,10.182
2015-12-08,6.549,1003.375,-54.04,2.587,87.658,10.286
2015-12-09,9.6,1009.542,-27.18,1.592,91.763,10.126
2015-12-10,6.331,1008.083,-36.548,1.194,89.383,10.023
2015-12-11,4.957,1009.917,-34.473,0.597,89.702,9.891
2015-12-12,6.164,1001.083,-10.542,0.597,97.871,9.707
2015-12-13,7.602,1001.5,-6.336,0,97.433,9.531
2015-12-14,10.704,994.917,-21.238,0.796,95.163,9.494
2015-12-15,10.842,992.042,-17.123,0.796,97.362,9.662
2015-12-16,12.817,998.25,-8.472,0.597,96.092,9.831
2015-12-17,11.972,995.125,-31.53,2.587,93.879,10.052
2015-12-18,12.38,995.75,-19.116,4.776,95.35,10.27
2015-12-19,12.055,985.583,-27.471,2.189,92.213,10.393
2015-12-20,7.543,990.25,-42.529,0.995,88.921,10.515
2015-12-21,8.419,994.917,-28.207,0.597,88.566,10.383
2015-12-22,9.337,991.333,-24.796,2.189,91.447,10.246
2015-12-23,7.222,995.167,-37.174,1.592,89.412,10.162
2015-12-24,4.352,993.333,-42.616,1.393,90.696,9.938
2015-12-25,6.841,997.125,-18.802,0.796,95.938,9.553
2015-12-26,6.367,996.875,-15.029,0.796,98.546,9.37
2015-12-27,7.501,1000,-29.55,0.398,96.533,9.327
2015-12-28,10.813,987.875,-21.463,2.587,91.507,9.199
2015-12-29,8.77,989.167,-38.38,0.597,93.133,9.364
2015-12-30,7.338,982.167,-17.654,1.393,91.86,9.422
2015-12-31,3.355,993.375,-46.975,1.592,92.013,9.422
2016-01-01,6.067,991,-24.348,1.393,94.537,9.167
2016-01-02,6.642,986.417,-16.549,1.194,98.117,8.983
2016-01-03,7.292,968.958,-21.928,1.99,95.088,8.986
2016-01-04,6.782,965.167,-11.544,1.592,97.658,8.904
2016-01-05,6.088,976.208,-13.015,0.199,97.146,8.846
2016-01-06,4.766,978.458,-25.25,0.597,98.412,8.829
2016-01-07,3.942,978.208,-28.619,1.393,93.011,8.681
2016-01-08,3.501,980.792,-32.156,0.199,95.329,8.517
2016-01-09,3.585,970.625,-19.112,1.791,98.842,8.318
2016-01-10,2.611,969,-46.518,0.199,95.379,8.118
2016-01-11,2.74,974.792,-29.421,0.796,97.133,7.966
2016-01-12,2.908,997.875,-48.359,0.398,86.291,7.811
2016-01-13,1.971,999.708,-27.224,2.388,95.633,7.62
2016-01-14,1.326,1005.042,-34.857,1.194,96.125,7.344
2016-01-15,3.031,1017.708,-26.374,1.592,92.76,7.131
2016-01-16,3.265,1018.125,-7.237,0.199,99.6,6.966
2016-01-17,7.291,1004.917,-22.319,1.194,95.829,6.879
2016-01-18,7.413,997.292,-7.278,0.398,97.721,6.929
2016-01-19,5.871,1003.375,-10.405,0.995,98.496,7.091
2016-01-20,6.367,1002,-12.184,0.398,90.508,7.245
2016-01-21,10.922,995.125,-4.26,0.796,97.579,7.294
2016-01-22,10.046,997.167,-26.562,3.383,88.316,7.546
2016-01-23,9.835,1007.167,-19.655,0.398,93.537,7.792
2016-01-24,12.773,1003.75,1.193,0.199,95.221,7.883
2016-01-25,9.815,998.625,-21.736,0.995,90.433,8.111
2016-01-26,10.898,989.792,-12.232,2.985,95.983,8.351
2016-01-27,7.082,993.652,-27.222,1.592,90.885,8.536
2016-01-28,7.137,1005.5,-29.415,1.791,91.412,8.648
2016-01-29,9.132,999.542,-6.736,1.393,81.208,8.603
2016-01-30,3.082,999.417,-30.652,4.577,90.104,8.535
2016-01-31,9.933,995.958,-14.607,2.587,95.933,8.39
2016-02-01,9.444,1000.042,12.975,0.398,78.094,8.327
2016-02-02,3.559,1005.5,-31.351,6.965,88.594,8.408
2016-02-03,4.87,1015.292,-12.357,0.995,86.719,8.312
2016-02-04,10.064,1014.75,-4.742,1.99,95.417,8.12
2016-02-05,6.657,997.458,-25.901,12.736,94.479,8.124
2016-02-06,5.535,973.75,-11.564,5.174,90.925,8.178
2016-02-07,4.92,971.958,-20.199,11.343,91.079,8.128
2016-02-08,5.28,972.333,0.534,13.333,89.219,7.98
2016-02-09,2.728,979.458,-17.146,5.771,89.426,7.948
2016-02-10,4.073,989.958,-4.777,8.557,95.987,7.72
2016-02-11,2.271,989.083,-13.565,0.597,99.058,7.51
2016-02-12,3.425,979.792,6.174,3.98,99.912,7.41
2016-02-13,4.201,974.25,-2.089,10.149,99.283,7.37
2016-02-14,3.108,991.833,-7.068,0.796,93.858,7.301
2016-02-15,1.54,1019.875,-3.965,0.199,86.293,7.276
2016-02-16,7.354,1010.458,-5.213,14.726,90.963,7.185
2016-02-17,3.28,1002.917,-0.079,6.169,90.739,7.121
2016-02-18,2.227,1004.417,1.809,1.592,92.923,7.102
2016-02-19,7.396,998.708,-4.952,0.398,95.192,7.028
2016-02-20,9.77,998.375,-16.538,2.587,94.292,7.032
2016-02-21,10.824,997.708,-0.87,0.995,95.179,7.2
2016-02-22,5.235,1001.875,4.919,0.398,86.501,7.478
2016-02-23,1.896,1009.375,2.228,0.199,88.969,7.62
2016-02-24,0.965,1009.958,10.016,0,87.103,7.527
2016-02-25,2.771,1005.583,13.769,0.199,90.48,7.31
2016-02-26,4.068,993.542,0.152,12.935,94.642,7.138
2016-02-27,3.441,1002.042,7.816,6.169,96.233,6.999
2016-02-28,3.487,1013.125,22.739,0,84.717,6.983
2016-02-29,7.147,1009.375,-4.376,5.373,89.672,6.99
2016-03-01,8.212,998.083,-3.695,11.144,91.862,7.032
2016-03-02,5.525,996.917,20.983,6.567,86.12,7.224
2016-03-03,4.664,994.958,-5.95,3.383,93.746,7.284
2016-03-04,2.714,987.667,-0.933,5.771,92.592,7.267
2016-03-05,3.532,1000,2.359,1.194,89.516,7.194
2016-03-06,1.347,999.167,-0.594,5.174,99.329,7.067
2016-03-07,5.088,1004.625,24.744,0.796,88.15,6.907
2016-03-08,6.507,998.583,10.88,6.567,88.413,6.886
2016-03-09,5.36,1000.417,56.886,0.796,85.975,7.013
2016-03-10,7.357,1012.167,39.892,0,91.124,7.08
2016-03-11,10.014,1013.625,41.225,0,90.546,7.186
2016-03-12,9.979,1015.958,16.322,0,86.688,7.434
2016-03-13,9.504,1021.75,23.517,0,83.664,7.685
2016-03-14,7.68,1019.917,43.828,0.199,75.462,7.886
2016-03-15,7.127,1019.75,51.444,0,70.702,7.979
2016-03-16,7.54,1020.208,35.97,0,89.821,8
2016-03-17,4.852,1019.292,16.608,0,84.132,8.048
2016-03-18,3.958,1017.75,49.714,0,83.222,8.072
2016-03-19,6.183,1017.958,23.79,0,85.684,8.009
2016-03-20,5.069,1017.542,23.505,0,85.175,8.004
2016-03-21,5.047,1014.625,22.561,0,89.559,7.998
2016-03-22,6.299,1008.167,26.07,0,81.387,7.997
2016-03-23,7.459,1005.5,32.56,0.995,83.859,8.006
2016-03-24,7.433,998.708,-7.278,2.388,89.798,8.1
2016-03-25,7.73,998.458,55.511,0.199,85.64,8.191
2016-03-26,7.183,978.917,7.848,14.129,91.096,8.209
2016-03-27,4.982,976.583,14.92,4.776,88.844,8.284
2016-03-28,4.367,979.75,52.797,0.398,86.976,8.236
2016-03-29,4.054,986.542,41.016,3.98,88.047,8.154
2016-03-30,4.686,997.792,47.876,2.388,85.283,8.097
2016-03-31,5.374,1006.083,44.778,0.199,81.054,8.057
2016-04-01,8.223,996.125,-2.973,7.562,92.817,8.022
2016-04-02,6.651,993.5,17.355,2.189,97.379,8.071
2016-04-03,8.506,988,21.002,16.119,96.95,8.15
2016-04-04,7.294,991,54.888,0.398,93.387,8.293
2016-04-05,7.645,997.792,53.799,0.796,85.547,8.434
2016-04-06,6.089,998.667,173.153,5.771,84.056,8.569
2016-04-07,6.614,1005.167,36.289,3.383,89.3,8.623
2016-04-08,5.628,999.708,6.454,3.383,91.626,8.602
2016-04-09,3.021,989.833,59.729,0.796,86.185,8.556
2016-04-10,4.062,986.542,-9.54,18.308,93.321,8.473
2016-04-11,8.681,993.917,64.429,1.393,85.607,8.338
2016-04-12,6.749,994.583,75.775,0,82.415,8.347
2016-04-13,9.177,995.583,75.269,0.398,86.733,8.498
2016-04-14,8.952,997.208,17.95,2.189,90.13,8.705
2016-04-15,5.611,995.5,43.584,1.592,86.638,8.864
2016-04-16,4.512,1000.625,53.848,0,78.061,8.914
2016-04-17,4.946,1008.042,54.639,0.199,81.185,8.877
2016-04-18,8.755,1012.333,67.724,0,80.055,8.804
2016-04-19,9.776,1017.042,88.438,0,77.506,8.871
2016-04-20,9.261,1016.583,89.023,0,68.438,9.019
2016-04-21,9.772,1012.333,76.281,0,67.938,9.189
2016-04-22,10.152,1011.292,64.54,0,72.625,9.339
2016-04-23,8.496,1014.542,103.817,0,70.025,9.521
2016-04-24,6.445,1014.75,54.108,0,83.277,9.66
2016-04-25,8.694,1007.167,93.643,0.398,77.956,9.71
2016-04-26,5.988,1007.292,97.264,0,69.505,9.726
2016-04-27,4.796,1007.458,87.405,2.189,79.772,9.736
2016-04-28,5.459,1002.75,138.06,1.99,82.576,9.686
2016-04-29,5.761,1003.542,87.179,2.985,79.62,9.618
2016-04-30,7.161,1011.917,115.578,0.398,75.453,9.532
2016-05-01,12.32,1009.042,48.695,0.995,90.596,9.53
2016-05-02,9.623,1007.292,199.025,8.358,79.632,9.711
2016-05-03,8.426,1014.042,82.008,0.995,79.002,9.87
2016-05-04,10.268,1008.792,132.422,0.398,82.755,9.956
2016-05-05,10.283,1006.75,76.954,0,77.643,10.06
2016-05-06,10.654,1002.25,129.842,0,77.922,10.219
2016-05-07,9.441,994.542,6.87,10.149,93.204,10.357
2016-05-08,13.544,991.833,57.465,0.597,87.086,10.526
2016-05-09,15.098,995.208,64.305,3.98,83.832,10.654
2016-05-10,14.27,996.375,32.283,9.154,97.496,10.849
2016-05-11,14.355,995.042,28.852,1.194,96.688,11.092
2016-05-12,14.317,996.542,64.855,0.199,90.492,11.311
2016-05-13,15.956,1002.75,150.919,0,75.444,11.488
2016-05-14,12.54,1010.25,75.039,0,84.474,11.66
2016-05-15,13.054,1012.958,119.023,0,80.35,11.852
2016-05-16,11.606,1011.167,83.943,0,81.545,11.957
2016-05-17,11.733,1000.5,50.789,1.791,90.652,11.984
2016-05-18,10.75,995.708,151.171,2.786,84.479,11.984
2016-05-19,12.647,998.125,132.216,0.398,84.121,12.031
2016-05-20,11.725,996.958,18.809,4.179,91.754,12.107
2016-05-21,12.083,990.458,87.508,7.562,84.532,12.164
2016-05-22,9.485,999.417,102.165,2.985,85.512,12.181
2016-05-23,9.478,1011.583,112.13,0,75.075,12.127
2016-05-24,11.606,1009.958,122.406,0,75.532,12.015
2016-05-25,11.226,1008.833,115.959,0,74.155,11.938
2016-05-26,9.416,1006.625,38.58,0,86.9,11.957
2016-05-27,12.081,1006.125,100.803,0.995,89.06,11.933
2016-05-28,14.817,1004.458,121.355,0,81.125,11.932
2016-05-29,14.018,1005.917,112.737,0.199,86.546,12.054
2016-05-30,15.258,1011.417,142.467,0,78.065,12.221
2016-05-31,14.752,1015.625,155.012,0,78.728,12.346
2016-06-01,15.044,1017.5,166.272,0,77.014,12.477
2016-06-02,16.124,1013.25,169.631,0,67.805,12.668
2016-06-03,15.383,1007.5,165.904,0,71.564,12.818
2016-06-04,15.911,1007.875,151.781,0,71.712,12.927
2016-06-05,15.889,1008.917,105.475,0,79.712,13.029
2016-06-06,17.167,1008.958,113.932,0,79.92,13.114
2016-06-07,18.279,1012.583,145.931,0.199,79.119,13.227
2016-06-08,17.949,1013.75,140.536,0,81.246,13.381
2016-06-09,15.974,1008.75,79.349,0.398,86.082,13.586
2016-06-10,15.703,1001.958,58.422,7.761,94.561,13.722
2016-06-11,15.768,997.917,78.262,6.169,90.737,13.775
2016-06-12,15.109,995.958,101.313,3.781,90.875,13.851
2016-06-13,13.723,991.208,57.554,7.164,95.729,13.905
2016-06-14,13.247,987.583,76.425,1.99,92.037,13.931
2016-06-15,14.097,988.708,75.871,5.97,90.861,13.929
2016-06-16,13.303,996.125,85.976,1.393,83.263,13.872
2016-06-17,12.597,1004.292,85.931,0,76.92,13.807
2016-06-18,13.706,1011.5,81.543,2.388,86.54,13.716
2016-06-19,16.05,1005.792,36.185,9.95,95.058,13.704
2016-06-20,14.618,1002.083,103.267,0.398,83.601,13.724
2016-06-21,14.696,1002.917,78.921,0,81.042,13.743
2016-06-22,14.413,1004.583,102.723,0.796,81.751,13.803
2016-06-23,14.402,1005,78.931,0.597,84.161,13.842
2016-06-24,13.174,1006.958,126.375,5.97,87.718,13.867
2016-06-25,13.506,1011.458,83.154,0.199,84.071,13.907
2016-06-26,14.694,1008.75,69.485,1.194,93.883,13.896
2016-06-27,13.552,1009.667,118.785,0.199,80.793,13.895
2016-06-28,12.603,1001.375,72.833,4.179,87.686,13.896
2016-06-29,13.665,993.833,115.498,3.781,85.905,13.854
2016-06-30,11.569,996.083,8.581,4.179,94.796,13.824
2016-07-01,11.202,997.083,122.442,10.547,90.497,13.749
2016-07-02,12.008,1003.083,65.183,4.179,87.66,13.674
2016-07-03,13.153,1007.208,140.352,0,78.214,13.617
2016-07-04,14.192,1004.542,130.154,0.199,88.679,13.535
2016-07-05,14.167,1011.167,120.199,0,79.136,13.598
2016-07-06,14.716,1009.292,43.644,0.199,90.226,13.655
2016-07-07,17.088,1004.75,144.217,0,81.203,13.715
2016-07-08,15.829,1003.875,55.674,0.597,86.228,13.794
2016-07-09,17.573,998.042,111.469,10.945,90.069,13.938
2016-07-10,14.798,990,17.057,5.373,93.658,14.067
2016-07-11,13.22,998.25,61.691,0.995,89.102,14.203
2016-07-12,12.799,1005.208,93.554,0.995,83.677,14.22
